,label
9096,0
9097,0
9098,0
9100,0
9101,0
9102,0
9103,0
9104,0
9105,0
9106,0
9107,0
9109,0
9110,0
9111,0
9114,0
9115,0
9117,0
9118,0
9119,0
9120,0
9125,0
9126,0
9128,0
9129,0
9130,0
9131,0
9132,0
9134,0
9135,0
9136,0
9138,0
9139,0
9140,0
9141,0
9143,0
9146,0
9151,0
9153,0
9154,0
9155,0
9156,0
9157,0
9158,0
9159,0
9160,0
9162,0
9164,0
9165,0
9166,0
9172,0
9174,0
9176,0
9177,0
9178,0
9179,0
9180,0
9181,1
9183,0
9184,0
9185,0
9186,0
9187,0
9188,0
9189,0
9190,0
9192,0
9193,0
9194,0
9199,0
9200,0
9201,0
9202,0
9203,0
9204,0
9205,0
9206,0
9207,0
9208,0
9209,0
9211,0
9212,0
9213,0
9214,0
9215,0
9217,0
9219,0
9222,0
9223,0
9224,0
9226,0
9228,0
9230,0
9231,0
9232,0
9233,0
9234,0
9235,0
9237,0
9238,0
9239,0
9242,0
9246,0
9247,0
9248,0
9249,0
9250,0
9252,0
9253,0
9255,0
9257,0
9258,0
9260,0
9261,0
9262,0
9263,0
9264,0
9266,0
9268,0
9269,0
9271,0
9273,0
9275,0
9276,0
9277,0
9280,0
9281,0
9282,0
9284,0
9285,0
9286,0
9287,0
9288,0
9289,0
9291,0
9292,0
9293,0
9294,0
9295,0
9296,0
9297,0
9298,0
9300,0
9302,0
9303,0
9304,0
9305,0
9307,0
9308,0
9309,0
9312,0
9313,0
9314,0
9315,0
9318,0
9319,0
9320,0
9328,0
9330,0
9332,0
9333,0
9335,0
9336,0
9337,0
9338,0
9339,0
9340,0
9342,0
9343,0
9344,0
9346,0
9347,0
9349,0
9354,0
9356,0
9360,0
9361,0
9362,0
9365,0
9366,0
9367,0
9368,0
9369,0
9371,0
9373,0
9374,0
9376,0
9377,0
9379,0
9388,0
9389,0
9390,0
9394,0
9395,0
9396,0
9398,0
9400,0
9401,0
9403,0
9404,0
9405,0
9406,0
9407,0
9408,0
9411,0
9413,0
9414,0
9415,0
9416,0
9418,0
9419,0
9420,0
9422,0
9423,0
9424,0
9426,0
9428,0
9429,0
9431,0
9436,0
9439,0
9440,0
9441,0
9442,0
9444,0
9445,0
9446,0
9448,0
9449,0
9450,0
9454,0
9457,0
9458,0
9459,0
9461,0
9462,0
9463,0
9465,0
9466,0
9467,0
9468,0
9469,0
9470,0
9471,0
9472,0
9473,0
9476,0
9477,0
9478,0
9479,0
9480,0
9481,0
9482,0
9484,0
9485,0
9486,0
9487,0
9489,0
9490,0
9491,0
9492,0
9496,0
9497,0
9501,0
9503,0
9504,0
9508,0
9512,0
9515,0
9516,0
9518,0
9519,0
9521,0
9524,0
9526,0
9528,0
9529,0
9531,0
9533,0
9534,0
9535,0
9537,0
9539,0
9541,0
9544,0
9545,0
9546,0
9547,0
9549,0
9550,0
9551,0
9553,0
9554,0
9555,0
9557,0
9558,0
9559,0
9561,0
9563,0
