,star_key
8471,300.99884_45.07602
8472,284.401_45.14939
8474,287.93466_46.58042
8475,287.94138_46.58239
8476,294.46078_46.58971
8477,297.72574_46.54884
8478,298.91162_46.58658
8481,285.47278_46.69873
8485,298.57156_47.96395
8487,299.07559_47.92078
8488,282.60107_48.03669
8490,287.05927_50.21403
8491,291.04498_50.28226
8492,291.0614_50.25544
8493,294.01917_50.21661
8494,295.94925_50.20892
8495,296.00742_50.23261
8496,296.46429_50.28615
8497,289.39417_50.36807
8498,293.48035_50.34749
8502,293.09494_38.36125
8506,294.43991_38.38084
8507,294.66467_38.333
8509,285.33658_38.45052
8511,294.93198_39.81242
8515,297.1174_39.85911
8516,297.32239_39.87299
8517,297.98264_39.89408
8519,290.76251_39.91065
8523,297.59485_40.5123
8524,297.63452_40.52652
8525,297.64059_40.53195
8526,298.21118_40.5125
8527,298.40009_40.58567
8528,283.0451_41.86006
8529,283.25659_41.80315
8533,290.18521_41.86722
8535,291.99298_41.88412
8536,297.13776_42.68
8537,283.01212_42.72127
8539,286.61896_42.77856
8540,291.28311_42.74186
8541,291.65759_42.72965
8543,291.74335_42.76948
8545,296.43854_43.96596
8546,296.55594_43.96776
8549,299.27612_43.93683
8550,299.48206_43.9166
8551,300.7731_43.96213
8552,300.83307_43.96231
8553,289.23157_45.16432
8554,289.53668_45.10514
8555,289.74515_45.18716
8558,298.44855_45.10418
8565,298.0549_46.63346
8566,298.59238_46.69053
8567,298.73502_46.69979
8568,299.07486_46.65892
8569,282.69977_46.71702
8570,293.84622_48.05025
8571,293.94763_48.06525
8575,290.61478_48.18677
8576,290.68866_48.1992
8577,296.47855_48.14616
8579,293.68073_50.30026
8580,294.35016_50.35146
8581,295.21255_50.31691
8582,286.42569_50.41702
8583,286.42703_50.4063
8584,286.43137_50.40144
8585,291.94641_50.48196
8587,296.37537_50.4868
8588,297.75311_41.67599
8589,293.02036_42.50884
8594,286.63553_39.48862
8597,287.77148_38.49871
8598,289.6983_38.40661
8599,290.14084_38.49381
8600,290.16632_38.47644
8601,290.73944_38.41414
8602,291.38623_38.49147
8603,291.86655_38.40908
8604,292.83759_39.93383
8605,293.12161_39.97555
8606,293.27969_39.91576
8608,295.83401_39.95226
8609,295.86285_39.96711
8610,295.8656_39.9641
8613,299.18677_40.5017
8614,299.9982_40.55026
8615,290.5174_40.69681
8617,295.29691_40.66156
8618,295.75555_40.61866
8620,297.54706_40.61574
8621,293.26874_41.85072
8622,293.72183_41.87313
8623,293.87863_41.85645
8624,293.94894_41.85546
8625,294.88351_41.80046
8626,297.67096_41.87598
8627,298.25748_41.85064
8628,298.69_41.88085
8629,291.1738_44.4498
8630,291.76828_42.75722
8631,292.68881_42.748
8632,292.69376_42.7609
8633,292.95926_42.79925
8634,295.37515_42.75378
8637,291.52869_42.86697
8638,291.53311_42.83847
8639,281.08948_44.05794
8640,282.75241_44.04872
8644,289.18787_44.00697
8647,291.93063_45.22002
8649,292.01447_45.20568
8650,293.5484_45.201
8654,297.89444_45.21119
8655,287.12561_46.73348
8656,295.14157_46.79392
8657,295.15475_46.73664
8658,295.2258_46.76009
8660,295.28519_46.77059
8661,295.28735_46.75449
8662,297.52359_46.70313
8664,298.29193_48.19469
8668,285.97827_48.22549
8669,290.13074_48.28985
8671,296.44351_50.42044
8672,286.68756_50.53151
8675,288.4874_50.67546
8676,289.14355_50.6112
8677,290.65952_50.71134
8678,294.38742_50.7171
8679,296.27115_50.88629
8680,297.79224_46.93583
8690,294.07187_38.42692
8692,286.45258_38.53834
8693,289.79056_38.52906
8694,290.47125_38.52856
8695,290.81723_38.53912
8696,292.64017_38.51357
8698,298.38226_39.91352
8699,298.47495_39.92321
8701,286.65768_40.02726
8702,288.3205_40.00052
8703,289.08063_40.02679
8704,289.08875_40.01816
8705,297.57599_40.61364
8706,297.62177_40.6041
8707,297.64334_40.62252
8708,297.66238_40.68774
8709,298.57382_40.6766
8710,299.38046_40.69476
8711,284.32294_40.71521
8712,284.33002_40.7364
8713,299.16608_41.86305
8715,291.42236_41.97894
8716,291.52811_41.91596
8717,291.79865_41.96355
8718,291.92892_41.95637
8719,292.08383_41.91503
8720,294.58789_41.91426
8721,294.67725_41.90464
8723,291.58347_42.83005
8724,291.58682_42.89013
8725,291.64725_42.86119
8727,291.77713_42.84587
8728,292.91879_42.85008
8730,296.06284_44.01882
8732,297.3703_44.09877
8733,299.71408_44.03719
8737,281.0105_44.15377
8738,298.87738_45.20398
8739,282.76163_45.39852
8742,286.0213_45.34368
8745,294.47293_45.38972
8746,297.61273_46.73895
8747,297.62296_46.75386
8749,299.58655_46.76554
8750,299.68179_46.73535
8753,284.06732_46.80958
8754,294.21442_48.25818
8755,285.97623_48.32078
8756,292.21005_48.31564
8757,293.34525_48.3823
8758,293.82587_48.34436
8760,298.34381_48.33589
8762,286.61066_48.47973
8763,287.57361_50.99873
8764,296.49069_50.90586
8767,291.11057_51.05893
8768,288.51062_51.16247
8769,289.5249_51.172
8770,289.57025_51.1257
8771,294.10941_44.69108
8778,291.74017_38.01491
8779,281.55936_42.52049
8780,295.14029_38.59754
8781,290.85925_38.63381
8782,291.05762_38.64534
8783,291.44281_38.62358
8787,294.47253_38.67551
8788,289.7692_40.02109
8789,293.82971_40.03119
8790,294.24017_40.00745
8792,295.98352_40.06166
8793,297.38254_40.02417
8794,297.61514_40.06081
8795,297.85007_40.06872
8797,290.4678_40.75424
8798,290.49057_40.72219
8799,290.92267_40.77736
8800,292.11362_40.79218
8801,292.18344_40.70724
8802,292.34787_40.7331
8804,296.98712_40.77536
8806,297.54327_41.95175
8807,297.81381_41.96305
8808,298.54251_41.9532
8810,283.72507_42.02737
8813,287.04648_42.00052
8815,281.49689_42.90608
8817,287.5264_42.9129
8818,291.70813_42.96941
8820,292.62149_42.92197
8821,292.79962_42.99033
8826,290.2905_44.13424
8828,292.22934_44.16079
8829,294.22354_44.13566
8834,293.57108_45.41364
8836,295.26965_45.47601
8838,295.97623_45.44034
8841,288.6192_46.80297
8842,289.09744_46.81108
8846,296.4682_46.85178
8847,285.1973_44.64661
8848,292.2048_48.41788
8849,293.79077_48.40142
8850,294.90292_48.47721
8852,297.39349_48.41075
8853,298.52713_48.41859
8854,298.80557_48.47199
8856,291.27692_51.13571
8857,291.3735_51.15338
8858,295.32907_51.1378
8860,296.23392_51.14187
8861,296.34995_51.12344
8862,289.33759_51.20903
8863,296.38013_51.20972
8873,294.94058_38.63569
8874,288.01553_38.70986
8875,291.06226_38.78715
8876,293.92529_38.73898
8877,294.16028_38.76743
8878,294.25818_38.70693
8879,295.00464_38.77548
8881,297.88528_40.09732
8882,297.93069_40.01496
8883,298.16547_40.00525
8887,293.53088_40.15049
8888,293.99124_40.18964
8889,282.18466_44.35946
8891,283.77744_40.84204
8892,288.92068_40.8813
8893,290.72864_40.8665
8895,292.21927_40.89333
8896,292.22049_40.88567
8897,292.51321_40.82756
8898,295.43829_40.84358
8899,288.29306_42.05737
8900,288.53311_42.04762
8902,291.87244_42.0305
8904,292.27612_42.03774
8905,293.02563_42.00138
8906,293.08749_42.02465
8908,293.8414_42.94814
8909,295.82541_42.94164
8911,296.93594_42.95423
8912,297.7178_42.98931
8913,297.74109_42.99609
8914,283.18817_43.01564
8915,295.22525_44.11268
8916,295.54388_44.12537
8919,300.33246_44.14414
8921,301.36261_44.17341
8923,300.89032_45.40343
8925,292.78583_45.58579
8927,295.28845_45.51834
8928,295.69476_45.5292
8929,297.96613_45.54579
8930,299.92822_45.59508
8931,296.69196_46.86917
8934,286.556_46.95734
8936,293.12991_46.92177
8938,295.29791_46.92047
8939,290.64642_48.59709
8941,291.95267_48.56888
8943,284.41779_48.68091
8944,285.71439_48.60182
8945,287.64722_48.64668
8947,284.40344_48.70808
8950,296.24603_51.3691
8951,287.86331_51.48852
8952,289.04477_51.41538
8955,291.08231_51.55836
8956,298.73611_46.49863
8958,301.11429_44.8258
8964,283.72379_40.23756
8966,291.2598_38.898
8969,294.1434_38.89316
8970,295.68594_38.88936
8972,296.05377_38.89426
8973,294.18454_40.15037
8975,294.7312_40.15049
8976,294.90256_40.16998
8977,295.01114_40.1514
8978,295.27374_40.13366
8979,295.29596_40.18657
8980,295.31177_40.19759
8982,298.64252_40.83891
8983,299.702_40.89627
8984,284.87558_40.98443
8985,289.07111_40.97881
8986,289.30341_40.92423
8987,290.15335_40.90163
8991,297.66974_42.08886
8992,297.75565_42.00907
8993,299.02518_42.06173
8997,287.37662_43.00949
8999,294.83984_43.01972
9000,295.09634_43.04798
9001,296.23856_43.02179
9003,280.46259_43.14205
9005,295.57651_43.19033
9006,285.56534_44.29525
9007,285.95874_44.25472
9010,290.59256_44.20659
9012,292.8627_44.22105
9014,296.00369_44.27756
9015,300.39902_45.52111
9017,285.72537_45.66643
9018,286.59497_45.69828
9019,288.44455_45.61267
9021,298.12146_45.65113
9022,300.12634_45.63355
9023,284.31046_45.76955
9024,297.17203_46.95395
9025,297.25931_46.98968
9026,298.68484_46.94997
9027,298.72095_46.93389
9028,298.79758_46.93024
9030,286.29077_47.07622
9033,290.01401_48.70183
9034,291.61365_48.74945
9035,295.0618_48.79817
9037,296.14212_48.70214
9038,298.64676_48.78465
9041,287.37125_39.60357
9042,291.54343_38.04876
9045,295.54755_46.28768
9049,284.62024_38.9695
9050,284.89017_38.9915
9051,286.0722_38.97223
9052,286.94046_38.92393
9054,287.55768_38.91223
9055,291.69427_38.98646
9056,291.70963_38.92136
9057,294.91272_46.26484
9058,294.4686_46.34129
9061,281.63889_47.31412
9063,292.71817_47.46989
9064,292.86078_47.57457
9065,292.19189_47.6901
9067,292.26321_47.64348
9068,291.76938_49.07516
9069,295.95383_49.37486
9072,288.66644_50.98253
9073,289.52319_51.06919
9075,295.71942_45.74756
9081,291.6535_41.74177
9082,295.00153_43.17134
9085,292.11447_47.72946
9086,291.14532_49.36532
9088,290.18271_41.21664
9092,299.06693_47.89519
9093,297.70847_40.30759
9094,281.64999_42.13206
9095,293.02545_38.21326
9096,295.08774_38.56206
9097,292.1059_38.83622
9100,295.72275_39.18345
9101,295.3815_39.45373
9102,296.17712_39.43942
9103,296.52243_43.36337
9104,296.23389_39.56009
9106,297.77371_39.73944
9107,295.82941_39.91218
9109,295.31638_40.18652
9110,288.81137_40.36194
9111,289.96063_40.47984
9114,283.78003_40.81878
9117,299.64996_41.11321
9118,297.67926_41.61373
9119,286.88757_41.75547
9120,297.55707_41.78577
9122,287.08438_41.95406
9123,293.2829_41.96926
9125,286.45126_42.01249
9126,297.58078_42.06146
9128,290.98584_42.59555
9129,291.0116_42.55382
9132,291.49487_42.53331
9133,291.03226_42.65047
9134,291.3284_42.64303
9135,291.49725_42.61819
9136,296.05859_42.66957
9137,286.94995_42.74146
9139,291.68167_42.80932
9140,291.68283_42.93281
9141,281.88489_43.86066
9143,295.01907_43.95984
9146,299.20239_44.14175
9150,298.20016_44.6085
9151,299.53748_44.71151
9154,284.41647_45.13889
9155,293.16879_45.38773
9156,296.43582_44.64156
9157,294.49698_46.68976
9158,291.31985_43.59547
9160,285.16711_41.96708
9161,297.62912_41.64151
9163,293.34308_45.44497
9164,300.95135_45.60412
9165,296.06937_45.7031
9169,293.2709_44.9191
9170,289.77744_45.15319
9171,291.93869_45.2222
9172,290.40793_44.96394
9173,294.94873_45.21025
9174,296.81982_44.86943
9176,287.71542_45.43633
9177,296.82361_44.85531
9178,301.16556_44.66411
9179,294.86639_44.98099
9180,290.87735_44.86159
9183,290.64545_44.9042
9184,296.78802_44.7696
9186,300.18503_44.63558
9187,299.25092_44.85609
9188,287.89935_45.41749
9190,294.56131_47.29809
9192,289.64059_47.34644
9194,292.75928_47.4304
9199,296.08136_47.27581
9200,298.13785_47.25856
9201,287.09363_47.3713
9203,295.94016_39.84907
9204,298.89563_40.28949
9205,295.53885_40.40928
9206,298.89359_40.43775
9207,283.56866_40.86576
9208,296.42337_40.89247
9209,298.52679_40.85839
9210,282.21188_47.577
9211,291.75497_47.54933
9212,298.68832_47.51382
9213,298.68832_47.51382
9217,283.17575_47.40172
9219,283.66428_47.40097
9222,292.11115_47.45229
9223,280.90179_47.52624
9224,292.96835_40.95424
9225,286.24023_41.02257
9226,292.06931_41.04286
9228,297.44507_41.01057
9230,290.42435_41.1835
9231,284.42633_47.73776
9232,291.29425_47.94451
9233,293.57895_48.00602
9234,298.98932_48.07717
9235,297.23099_48.22392
9237,293.60757_48.65838
9238,284.34103_47.55378
9239,288.61859_47.5572
9241,292.0274_47.50968
9242,292.13193_47.56374
9247,290.71783_41.24732
9248,292.19037_41.31144
9249,293.96423_41.3188
9252,298.18619_48.68576
9253,284.29269_48.70402
9257,288.81409_49.35561
9258,292.73511_49.33064
9260,288.49582_47.64078
9262,292.12277_47.64607
9263,292.12784_47.61434
9264,292.14102_47.62624
9265,292.20523_47.6483
9268,292.32611_41.67176
9269,294.42145_41.8969
9271,289.98419_41.91859
9274,291.34402_49.57709
9276,290.60349_49.99242
9277,285.73474_50.12496
9278,293.96844_50.17822
9280,292.22083_47.63569
9281,292.24588_47.63343
9282,292.17847_47.75075
9283,292.18378_47.72283
9284,292.19623_47.76659
9285,292.2276_47.74626
9287,290.08203_42.07113
9288,289.96942_42.13886
9289,286.08136_42.30574
9290,286.91888_42.30613
9291,297.92798_42.31083
9292,293.26727_42.42807
9293,287.24051_42.57314
9294,291.48068_50.47366
9295,295.39795_50.53927
9297,288.19321_50.92162
9298,288.81714_51.59291
9300,289.52121_51.57468
9302,297.1684_47.82113
9303,297.74243_47.89168
9304,299.06802_47.92003
9307,293.76025_48.14525
9308,296.18787_42.57666
9309,297.0069_42.59723
9310,288.08237_42.63691
9311,291.55719_42.69465
9312,286.72119_42.77851
9314,283.32138_42.93929
9315,290.48471_51.72855
9319,287.5589_38.88081
9320,294.33698_39.29496
9326,292.28278_48.25667
9328,297.56628_48.28834
9330,292.00674_48.30631
9332,296.01974_43.23439
9333,283.11157_43.34677
9334,293.03891_43.38405
9335,294.42719_43.38464
9336,290.02124_43.40216
9337,295.03894_43.47733
9339,293.20059_39.66488
9340,293.94141_39.64266
9342,297.76138_39.85419
9344,295.60205_40.17533
9346,295.9964_45.46123
9347,300.56625_45.42445
9349,293.65582_45.51111
9353,297.74451_48.69367
9356,295.60391_48.71815
9357,298.23053_48.79411
9361,284.69919_43.68117
9362,291.10947_43.63518
9363,294.85776_43.67793
9364,280.33868_43.70604
9366,284.72949_43.86422
9367,298.81052_40.5402
9368,296.98615_40.67511
9369,296.78223_40.83554
9371,290.10568_41.13895
9373,288.43362_41.35839
9374,293.7041_45.89251
9376,285.71143_45.92066
9377,300.38046_45.97355
9379,288.14877_46.19691
9382,290.57971_49.18998
9384,295.08365_49.17016
9388,291.67062_43.81446
9389,300.95416_43.99172
9391,294.57861_44.21526
9394,300.58768_44.68186
9395,282.90985_41.50274
9396,288.81357_41.55512
9398,283.24283_42.02856
9400,291.2955_42.44994
9401,288.08368_42.67639
9402,292.9418_46.19369
9404,297.27579_46.13275
9405,287.9549_46.29827
9407,293.76086_46.2312
9408,297.16284_46.27631
9410,292.54663_49.54337
9411,295.14056_49.55706
9412,286.47849_49.64114
9414,291.88229_49.74816
9415,291.88229_49.74816
9416,284.19217_44.76211
9418,289.29507_44.71656
9419,294.13348_44.71735
9422,285.94116_44.99415
9423,293.7084_43.08815
9426,282.90509_43.87177
9428,295.49759_43.90961
9429,289.64142_44.22475
9431,286.80914_46.39041
9433,289.24158_46.35971
9436,292.64063_46.38804
9439,296.97861_49.81733
9440,297.04431_49.9702
9441,286.56653_50.08947
9442,294.45728_50.03027
9444,287.04742_44.98797
9448,296.42264_44.97618
9449,287.10013_45.00631
9450,289.75296_45.00629
9454,286.86218_45.15157
9457,287.89438_45.60647
9458,294.77216_46.37773
9459,295.39212_46.32964
9461,291.98297_46.48646
9462,292.05267_46.43021
9463,291.9935_46.51607
9464,294.47092_46.59298
9465,294.21954_50.26074
9466,295.80801_50.22719
9467,293.5318_50.31129
9469,286.409_50.41811
9471,296.14963_50.46661
9472,290.36932_45.00926
9474,296.79715_45.02796
9476,285.66858_45.45433
9477,290.3038_45.44329
9480,283.77472_45.91083
9485,298.15732_47.29166
9486,294.7959_46.52163
9487,282.509_46.63444
9488,289.91638_46.67756
9489,294.85934_46.63569
9490,294.94775_46.67195
9491,295.06592_46.68643
9492,299.0531_46.62039
9496,296.6366_51.22134
9497,287.71039_51.31764
9500,299.53513_45.44186
9501,291.26102_45.63747
9503,291.07208_45.87931
9506,291.84842_46.33966
9508,287.14548_47.68699
9509,292.15829_47.67271
9510,290.87155_47.75337
9511,285.24338_47.81259
9513,296.14072_50.27995
9515,295.16165_46.75064
9516,295.17673_46.72141
9518,295.29987_46.73947
9519,295.30023_46.79701
9521,288.6127_51.77044
9522,290.37881_37.48142
9524,291.38812_37.99022
9525,291.42249_38.53523
9526,288.10904_38.65201
9528,292.2626_46.57124
9529,290.15576_46.6312
9530,294.54276_46.66908
9531,282.47763_46.75417
9532,283.13617_46.78822
9533,295.24326_46.79489
9534,296.37497_46.80649
9535,294.92795_50.66237
9539,286.83789_46.83084
9544,291.49051_39.04866
9546,294.93173_39.36182
9547,293.22186_39.43044
9548,290.37891_39.694
9549,288.97824_39.75026
9550,289.16815_39.82918
9551,296.23184_46.90901
9553,293.50534_47.01872
9554,293.56528_47.09362
9555,294.46457_47.04544
9556,288.39456_47.26435
9557,290.93597_47.29073
9558,298.74921_46.97335
9563,297.00977_47.12102
9564,112.35771_-12.69596
9567,110.55994_-25.20702
9568,122.1782_-48.80281
9569,120.70481_-11.10152
9570,124.35924_-27.27352
9572,109.38284_13.39522
9575,112.29398_-21.83291
9578,107.28606_-31.93352
9579,103.5616_-34.22282
9580,122.89596_-27.9719
9581,116.11077_-36.09828
9582,124.72641_-37.78325
9583,111.71602_-50.26657
9585,87.13982_-63.98833
9586,128.38198_-43.82842
9587,119.30075_-42.99915
9588,162.96491_-5.78871
9589,120.83769_-51.34563
9592,125.43463_-51.75944
9597,88.73909_-65.95884
9598,312.45749_-24.42869
9599,155.83148_-57.59025
9600,140.88389_-67.02601
9602,87.28259_-60.49844
9606,147.38517_-63.30648
9607,128.45464_-49.94035
9609,319.9497_-58.14893
9610,128.61421_-61.48826
9611,138.40225_-55.19791
9613,128.30232_-52.7142
9615,159.8877_-32.51188
9616,126.41947_-60.90751
9617,144.58154_-67.5051
9618,136.5277_-54.90392
9619,253.76885_-28.71058
9620,337.45782_-48.0031
9621,239.96225_-28.06179
9622,40.36594_-71.46275
9623,337.51027_-75.64656
9624,290.97712_-33.35142
9626,293.28662_-54.53273
9631,68.95982_-64.02704
9634,38.12097_-78.02368
9636,296.00394_-47.56203
9637,296.00394_-47.56203
9638,286.36675_-50.06735
9639,285.09652_-54.89334
9640,288.672_-59.57935
9643,313.78324_-34.13575
9644,289.47854_-32.86133
9645,280.18417_-58.45939
9646,75.62731_-72.914
9647,287.4844_-49.66494
9649,309.97121_-65.4497
9650,294.63369_-55.33027
9652,306.92865_-56.46229
9654,316.96148_-26.09672
9662,238.00101_-76.49349
9663,272.31138_-76.30096
9664,228.84306_-52.88599
9665,313.21548_-25.68738
9666,242.01632_-68.58883
9668,217.02288_-64.63429
9669,215.80526_-63.04598
9672,133.82668_-73.17331
9673,189.77586_-74.57402
9674,189.77586_-74.57402
9677,5.61852_-59.94259
9678,9.12614_-83.56707
9679,319.55147_-77.52911
9680,263.00321_-76.85826
9682,279.72129_-85.70914
9686,274.22162_-68.19778
9687,30.19849_-77.61038
9688,0.77449_-62.46932
9689,286.79183_-58.69724
9691,163.62892_-87.26974
9692,328.71084_-77.33743
9697,277.43294_-44.62551
9699,55.93364_-65.19378
9700,293.38927_-45.89267
9701,269.64864_-46.06552
9706,279.06247_-43.62061
9707,292.1953_-36.00026
9708,289.7618_-43.07422
9709,284.15796_-29.39836
9710,332.71434_-30.74972
9711,286.376_-41.43764
9712,286.376_-41.43764
9714,298.78128_54.78144
9715,294.82408_31.95804
9716,290.02096_36.63777
9717,193.39637_85.1295
9718,192.1849_64.85528
9719,192.1849_64.85528
9720,192.1849_64.85528
9721,192.1849_64.85528
9723,291.46308_25.18944
9726,264.96154_56.07897
9727,247.53472_80.30777
9728,290.70896_56.61539
9729,182.53865_77.35226
9730,297.71018_48.08186
9732,292.2868_30.29733
9733,266.96221_83.42883
9734,161.90903_71.65573
9737,307.8599_39.93892
9738,294.66141_31.2192
9739,283.4897_37.38082
9742,309.27585_32.47102
9745,293.42736_29.5963
9746,282.42081_48.09894
9747,357.84643_-70.15286
9748,301.31771_30.67067
9752,307.33661_37.50856
9753,232.14664_66.35871
9754,293.76498_37.53859
9755,198.15238_71.61814
9756,301.71047_38.43102
9758,15.00608_-58.90472
9759,300.80512_52.04084
9760,299.27386_35.98836
9761,282.47454_55.26639
9762,197.6831_70.76801
9763,209.21718_68.61821
9764,289.23869_31.32357
9767,279.10104_55.39178
9769,349.55927_-56.90399
9770,214.55577_82.19376
9772,201.61466_65.30635
9773,286.74712_71.71238
9774,272.20452_60.67878
9776,251.63346_65.71504
9778,306.73085_38.93227
9783,283.5267_37.72001
9785,301.41088_33.0492
9786,167.82148_69.96478
9787,291.12047_33.2737
9790,304.80003_32.58105
9791,166.88066_61.35257
9795,210.42736_-63.85264
9796,168.22674_-34.40694
9809,163.19882_-67.38747
9816,332.94824_-58.94608
9818,107.92102_-65.50886
9820,117.21488_-63.72012
9821,37.19784_-80.89911
9822,37.19784_-80.89911
9826,186.76736_-72.45185
9827,107.84368_-68.83334
9829,319.69959_-26.61637
9830,118.12959_-83.82506
9831,156.74726_-52.46787
9833,186.57406_-51.36305
9834,186.57406_-51.36305
9835,186.57406_-51.36305
9836,186.57406_-51.36305
9837,290.57223_26.31949
9838,152.21826_69.27662
9839,286.04088_36.63254
9840,286.63839_39.4879
9841,286.63839_39.4879
9842,201.38234_68.83607
9843,201.38234_68.83607
9844,158.01129_84.03038
9846,286.1103_43.68096
9852,251.11587_70.42999
9853,251.11587_70.42999
9854,251.11587_70.42999
9855,251.11587_70.42999
9856,227.86786_71.8413
9857,259.02359_63.10561
9858,200.56158_66.30853
9859,23.59342_-66.67635
9860,23.59342_-66.67635
9861,23.59342_-66.67635
9863,269.80739_64.14264
9866,260.90289_64.86236
9868,296.24462_74.06286
9869,301.34636_38.22832
9870,303.19544_18.10478
9873,339.48928_-35.1542
9874,157.14407_65.8542
9875,157.14407_65.8542
9876,157.14407_65.8542
9881,292.24719_47.96954
9882,197.99658_65.8337
9883,197.99658_65.8337
9884,287.70881_47.33305
9885,198.38858_62.30538
9886,249.69664_64.55918
9888,15.55189_-61.75613
9889,293.03249_74.89107
9890,203.50996_53.72819
9891,199.1962_49.86106
9892,214.12086_58.39025
9894,320.2019_28.05583
9895,302.66913_40.66863
9896,172.7478_66.79653
9898,320.47844_35.64863
9899,185.06287_56.20141
9905,311.51365_56.86715
9909,313.16703_65.60878
9912,291.03231_49.04021
9914,253.14033_57.97415
9916,223.09264_70.47656
9917,256.6722_67.8715
9919,195.82113_67.82344
9920,241.3229_70.19004
9922,12.54678_-83.74377
9923,216.52382_59.44427
9924,275.86254_71.58175
9927,301.71767_45.49923
9928,303.07297_44.49588
9929,282.47454_55.26639
9930,277.47686_61.0495
9932,306.42584_53.56162
9933,292.50517_54.1085
9935,300.83864_53.29562
9938,303.82483_36.65181
9939,317.7479_43.5519
9940,318.23516_46.26809
9944,318.62711_40.01702
9945,338.39966_-43.43687
9947,313.53648_37.78936
9949,329.38507_41.44951
9950,321.02381_46.38467
9951,322.92657_41.79747
9952,323.20685_39.0722
9954,315.11037_46.06045
9955,327.48004_44.08006
9958,323.54863_50.48144
9960,325.01454_48.40677
9961,302.22007_38.24522
9962,301.56468_35.5884
9966,302.02562_66.8503
9967,302.02562_66.8503
9968,302.02562_66.8503
9970,260.36481_65.01228
9972,300.48839_60.24637
9973,317.57546_48.46428
9974,264.96154_56.07897
9976,256.62268_68.8433
9977,256.62268_68.8433
9978,280.32668_70.29005
9979,280.32668_70.29005
9980,282.17336_70.84019
9982,7.32892_-76.30403
9986,313.88516_46.50208
9987,312.17996_51.9107
9990,316.95581_50.50088
9991,320.11611_61.12025
9992,310.03805_50.32374
9993,340.4962_-69.17211
9994,315.1662_47.78599
9997,291.46912_61.77607
9999,317.72919_72.61536
10000,337.68681_40.00376
10001,343.95361_39.64512
10002,317.96611_43.59285
10003,345.24382_42.54932
10004,101.29749_-66.23833
10005,345.74846_44.56485
10007,335.75357_30.57273
10008,354.77409_42.46599
10009,324.92252_46.22022
10010,324.93556_41.95079
10011,325.78711_45.64681
10012,326.30522_45.81255
10013,339.78554_49.42656
10016,316.44634_46.84515
10019,347.75755_45.93369
10020,331.66346_55.68626
10021,333.24504_53.98452
10022,334.5041_54.31904
10023,341.51872_55.16294
10024,344.44536_38.67492
10026,336.40241_-34.90971
10027,323.86462_51.32358
10028,343.63506_54.16181
10030,333.17124_52.90089
10032,321.28322_40.88782
10033,337.8341_53.79605
10034,338.45297_57.56354
10036,341.9709_49.91807
10038,287.02509_66.2907
10039,291.41185_69.11298
10040,291.88025_68.0147
10041,332.2871_57.93897
10044,315.66911_70.0803
10045,82.12796_-48.40907
10047,313.51105_72.58065
10048,313.51105_72.58065
10050,338.98372_-59.86483
10057,216.92349_41.95299
10058,335.8253_35.03492
10059,254.95858_58.46263
10060,206.09401_48.02856
10062,322.94181_66.34901
10064,354.24083_39.63928
10065,344.60965_39.65871
10070,287.05016_55.30369
10071,295.10109_40.98672
10072,328.76774_-22.6126
10073,300.61545_53.37744
10074,316.20369_55.58802
10080,256.13875_56.84255
10081,280.92378_74.93783
10082,280.92378_74.93783
10083,241.76394_67.87764
10084,84.29928_-80.4646
10088,287.2921_74.17428
10089,297.39868_76.13918
10090,305.47492_70.9437
10095,201.33682_75.98271
10097,300.70866_39.66837
10100,286.85406_59.08662
10102,290.17397_73.19511
10103,258.22327_57.19778
10104,258.22327_57.19778
10107,306.74113_33.74439
10109,9.57303_42.4631
10110,19.36177_26.74595
10114,261.34958_52.79047
10117,303.38187_65.16233
10120,16.65387_19.22492
10121,16.65387_19.22492
10126,30.90501_21.28133
10127,30.90501_21.28133
10128,14.11426_48.63752
10129,15.59814_37.18544
10130,349.28907_70.19058
10133,9.45874_51.28878
10134,126.43374_-13.55955
10135,288.8181_57.76057
10136,338.3208_-38.15983
10137,332.61364_63.55055
10138,336.70507_52.22784
10140,338.43504_52.63634
10142,285.9371_59.16407
10143,281.19788_62.68564
10145,261.92103_57.51056
10146,261.19985_61.42352
10150,1.8878_32.43753
10151,17.47474_25.68165
10152,18.99531_21.61691
10153,334.98131_53.6625
10154,327.27594_53.29377
10157,336.87267_59.43379
10158,112.96542_-73.60604
10159,341.96476_60.17364
10160,332.71257_59.65055
10161,328.2159_60.56916
10163,331.56991_52.70192
10164,326.09151_58.55157
10165,338.79653_55.03103
10166,333.66971_53.23956
10167,339.14435_58.27606
10168,356.58883_60.48702
10169,83.34912_-58.74509
10170,348.57419_65.95797
10171,340.35226_69.07445
10172,345.48807_64.06734
10173,350.3738_60.17564
10174,351.64842_64.3047
10175,357.3681_61.68282
10176,340.08462_69.50373
10177,340.03659_65.43973
10178,352.26752_67.03481
10179,355.41666_62.92148
10180,332.35748_-62.33445
10181,350.23273_62.16118
10182,356.77058_69.04952
10183,314.26904_78.67492
10185,319.14498_58.77281
10186,308.06578_58.3289
10187,318.34759_56.94373
10190,11.04278_59.4645
10197,6.07468_57.88172
10202,346.51827_52.78701
10203,313.26145_-38.59492
10204,349.71862_56.0086
10206,348.87492_46.57602
10207,357.67403_50.35496
10209,6.03062_40.16557
10211,355.45189_37.18657
10212,4.35852_42.2822
10217,22.97297_46.39983
10219,289.22629_49.54828
10221,324.7144_65.03917
